Date,LKR_per_Oz,LKR_per_XAU_Inverse
2022-10-25,598982.8737,0
2022-10-21,590981.2461,0
2022-10-20,589856.5850,0
2022-10-19,600111.1686,0
2022-10-18,599593.3521,0
2022-10-17,599749.6055,0
2022-10-14,605722.9671,0
2022-10-13,606203.0570,0
2022-10-12,603682.3355,0
2022-10-11,604406.6476,0
2022-10-07,620462.9948,0
2022-10-06,624494.6505,0
2022-10-05,624295.0555,0
2022-10-04,615639.8905,0
2022-10-03,604681.2178,0
2022-09-30,602776.9000,0
2022-09-29,600537.5711,0
2022-09-28,589447.5830,0
2022-09-27,591531.8447,0
2022-09-26,595644.1005,0
2022-09-23,606412.2326,0
2022-09-22,602193.7016,0
2022-09-21,604566.8135,0
2022-09-20,608316.5685,0
2022-09-19,605567.4014,0
2022-09-16,603341.2095,0
2022-09-15,614340.0643,0
2022-09-14,617398.9429,0
2022-09-13,623772.3659,0
2022-09-12,621279.8490,0
2022-09-09,621594.8879,0
2022-09-08,620660.9428,0
2022-09-07,614040.1831,0
2022-09-06,620792.1823,0
2022-09-05,617806.6053,0
2022-09-02,613501.7358,0
2022-09-01,615711.2287,0
2022-08-31,622173.1342,0
2022-08-30,626579.8277,0
2022-08-29,623633.3045,0
2022-08-26,634418.9433,0
2022-08-25,633813.8551,0
2022-08-24,630154.3800,0
2022-08-23,628123.7550,0
2022-08-22,630943.8553,0
2022-08-19,634073.2697,0
2022-08-18,636816.4618,0
2022-08-17,641234.9361,0
2022-08-16,643301.3471,0
2022-08-15,648080.5842,0
2022-08-12,644757.7948,0
2022-08-10,647553.4666,0
2022-08-09,644037.8749,0
2022-08-08,640465.1000,0
2022-08-05,645603.4152,0
2022-08-04,638107.0841,0
2022-08-03,637121.7577,0
2022-08-02,641386.8950,0
2022-08-01,637002.5500,0
2022-07-29,632998.3440,0
2022-07-28,626347.6350,0
2022-07-27,619841.2057,0
2022-07-26,623156.3950,0
2022-07-25,623058.9896,0
2022-07-22,619699.9535,0
2022-07-21,612271.5047,0
2022-07-20,619190.3290,0
2022-07-19,616796.9766,0
2022-07-18,618718.6700,0
2022-07-15,619784.8866,0
2022-07-14,625587.6685,0
2022-07-12,626211.3321,0
2022-07-11,629690.3168,0
2022-07-08,628253.4862,0
2022-07-07,627886.3353,0
2022-07-06,637359.5125,0
2022-07-05,651358.6458,0
2022-07-04,651045.6250,0
2022-07-01,649205.2778,0
2022-06-30,655624.3054,0
2022-06-29,655461.9994,0
2022-06-28,656245.2590,0
2022-06-27,661400.9085,0
2022-06-24,657527.6835,0
2022-06-23,661636.1655,0
2022-06-22,659292.0298,0
2022-06-21,666291.0463,0
2022-06-20,663006.1913,0
2022-06-17,663582.2588,0
2022-06-16,659009.0844,0
2022-06-15,654547.3583,0
2022-06-13,669519.3625,0
2022-06-10,664350.9110,0
2022-06-09,666585.4131,0
2022-06-08,665821.8530,0
2022-06-07,663214.6663,0
2022-06-06,668110.8348,0
2022-06-03,674537.4465,0
2022-06-02,665341.2570,0
2022-06-01,661364.3922,0
2022-05-31,667519.6394,0
2022-05-30,670856.6694,0
2022-05-27,665950.7063,0
2022-05-26,665551.3405,0
2022-05-25,669218.1539,0
2022-05-24,664819.3868,0
2022-05-23,665733.5924,0
2022-05-20,660443.6464,0
2022-05-19,652782.8003,0
2022-05-18,651996.8973,0
2022-05-17,656919.6888,0
2022-05-13,657106.2000,0
2022-05-12,668628.0000,0
2022-05-11,670120.6578,0
2022-05-10,678433.5382,0
2022-05-09,684258.7554,0
2022-05-06,671177.6697,0
2022-05-05,664815.2485,0
2022-05-04,633019.9730,0
2022-04-29,649916.6738,0
2022-04-28,643701.8408,0
2022-04-27,642461.0965,0
2022-04-26,647700.6160,0
2022-04-25,643935.9060,0
2022-04-22,652885.8298,0
2022-04-21,654404.0750,0
2022-04-20,603379.3500,0
2022-04-19,612806.4500,0
2022-04-18,622363.6255,0
2022-04-12,613643.7092,0
2022-04-11,605318.0429,0
2022-04-08,577457.2050,0
2022-04-07,576208.1447,0
2022-04-06,591941.5361,0
2022-04-05,593692.8560,0
2022-04-04,596766.3634,0
2022-04-01,578835.0120,0
2022-03-31,576139.0187,0
2022-03-30,589041.4516,0
2022-03-29,568294.6286,0
2022-03-28,574607.2926,0
2022-03-25,569578.8500,0
2022-03-24,543856.6000,0
2022-03-23,539103.2437,0
2022-03-22,541123.8000,0
2022-03-21,529777.8750,0
2022-03-18,518656.5569,0
2022-03-16,515218.0169,0
2022-03-15,511777.9051,0
2022-03-14,497107.3938,0
2022-03-11,502614.1654,0
2022-03-10,452625.1616,0
2022-03-09,470485.3275,0
2022-03-08,401727.4060,0
2022-03-07,402149.5078,0
2022-03-04,390696.3954,0
2022-03-03,389656.9900,0
2022-03-02,391394.2215,0
2022-02-28,384052.2354,0
2022-02-25,387214.0958,0
2022-02-24,385184.8164,0
2022-02-23,382054.2875,0
2022-02-22,385633.1500,0
2022-02-21,382972.9911,0
2022-02-18,382119.9492,0
2022-02-17,377515.9905,0
2022-02-15,376213.0467,0
2022-02-14,373541.6726,0
2022-02-11,368768.1700,0
2022-02-10,370349.9251,0
2022-02-09,369338.8405,0
2022-02-08,368772.1754,0
2022-02-07,365726.0500,0
2022-02-03,364172.3264,0
2022-02-02,362418.9270,0
2022-02-01,362916.8635,0
2022-01-31,359927.6811,0
2022-01-28,361856.5697,0
2022-01-27,366979.8539,0
2022-01-26,372481.5727,0
2022-01-25,371918.2306,0
2022-01-24,370986.1300,0
2022-01-21,373065.0688,0
2022-01-20,369878.2094,0
2022-01-19,366147.1999,0
2022-01-18,367898.9144,0
2022-01-13,368174.8073,0
2022-01-12,365731.9862,0
2022-01-11,362996.0905,0
2022-01-10,362433.6741,0
2022-01-07,360489.7804,0
2022-01-06,363700.8582,0
2022-01-05,366167.7737,0
2022-01-04,361395.0000,0
2022-01-03,366331.8541,0
2021-12-31,363794.3622,0
2021-12-30,365943.0250,0
2021-12-29,362873.3501,0
2021-12-28,364536.4166,0
2021-12-27,363783.1354,0
2021-12-24,364066.4298,0
2021-12-23,362529.1824,0
2021-12-22,360158.2469,0
2021-12-21,360955.7951,0
2021-12-20,365532.9650,0
2021-12-17,363292.1121,0
2021-12-16,357680.2482,0
2021-12-15,357788.6022,0
2021-12-14,361058.9448,0
2021-12-13,359799.3570,0
2021-12-10,357741.4044,0
2021-12-09,358917.0198,0
2021-12-08,360830.9716,0
2021-12-07,356151.8067,0
2021-12-06,361316.5913,0
2021-12-03,355089.2498,0
2021-12-02,359702.7776,0
2021-12-01,359368.5773,0
2021-11-30,361493.1057,0
2021-11-29,361854.3405,0
2021-11-26,360578.9055,0
2021-11-25,360440.4468,0
2021-11-24,360174.2915,0
2021-11-23,366282.1274,0
2021-11-22,373401.7290,0
2021-11-19,376442.0766,0
2021-11-17,373359.0145,0
2021-11-16,377400.3452,0
2021-11-15,375757.4363,0
2021-11-12,375906.5668,0
2021-11-11,371475.8119,0
2021-11-10,369988.7602,0
2021-11-09,368684.5247,0
2021-11-08,364533.6979,0
2021-11-05,363699.6537,0
2021-11-03,360792.8031,0
2021-11-02,362714.6043,0
2021-11-01,360641.3003,0
2021-10-29,362861.2144,0
2021-10-28,360121.7702,0
2021-10-27,361708.7838,0
2021-10-26,366415.3451,0
2021-10-25,362305.0527,0
2021-10-22,359257.2510,0
2021-10-21,358686.3571,0
2021-10-18,354373.7072,0
2021-10-15,361333.3063,0
2021-10-14,357692.2192,0
2021-10-13,352553.0000,0
2021-10-12,355889.0280,0
2021-10-11,355980.1080,0
2021-10-08,357088.6779,0
2021-10-07,351880.5683,0
2021-10-06,351657.2255,0
2021-10-05,352717.0000,0
2021-10-04,352218.3804,0
2021-10-01,352304.5933,0
2021-09-30,346524.2217,0
2021-09-29,347688.1385,0
2021-09-28,350761.7428,0
2021-09-27,351783.0000,0
2021-09-24,350604.6206,0
2021-09-23,352464.6795,0
2021-09-22,354863.7785,0
2021-09-21,352713.8013,0
2021-09-17,351397.0000,0
2021-09-16,359122.3120,0
2021-09-15,360703.0000,0
2021-09-14,358519.0000,0
2021-09-13,358009.0000,0
2021-09-10,359399.0000,0
2021-09-09,357955.8860,0
2021-09-08,359885.0063,0
2021-09-07,378646.0583,0
2021-09-06,379003.7293,0
2021-09-03,376198.3447,0
2021-09-02,380812.9500,0
2021-09-01,380489.5500,0
2021-08-31,380701.6500,0
2021-08-30,368011.1542,0
2021-08-27,359409.0000,0
2021-08-26,357679.5578,0
2021-08-25,358637.5915,0
2021-08-24,360217.8010,0
2021-08-23,357060.3805,0
2021-08-20,356420.7005,0
2021-08-19,356048.8865,0
2021-08-18,357656.0825,0
2021-08-17,357142.1241,0
2021-08-16,355563.4401,0
2021-08-13,350961.5342,0
2021-08-12,349871.9920,0
2021-08-11,346263.5082,0
2021-08-10,346893.4665,0
2021-08-09,347848.0458,0
2021-08-06,360018.9005,0
2021-08-05,361815.5917,0
2021-08-04,362447.6855,0
2021-08-03,362171.8235,0
2021-08-02,362244.7870,0
2021-07-30,365562.1275,0
2021-07-29,362915.4455,0
2021-07-28,360440.3797,0
2021-07-27,359158.9919,0
2021-07-26,360997.8446,0
2021-07-22,360072.8735,0
2021-07-20,363473.6287,0
2021-07-19,362531.1195,0
2021-07-16,365146.3355,0
2021-07-15,365048.0193,0
2021-07-14,361945.9365,0
2021-07-13,361901.9585,0
2021-07-12,361090.4848,0
2021-07-09,360746.5365,0
2021-07-08,359497.1615,0
2021-07-07,360091.8640,0
2021-07-06,359413.2035,0
2021-07-05,357520.2861,0
2021-07-02,356517.4429,0
2021-07-01,355857.4525,0
2021-06-30,354897.1149,0
2021-06-29,354898.3502,0
2021-06-28,354672.5329,0
2021-06-25,355611.2929,0
2021-06-23,355877.9284,0
2021-06-22,356845.3114,0
2021-06-21,354655.9585,0
2021-06-18,356490.5659,0
2021-06-17,364301.6535,0
2021-06-16,370516.6090,0
2021-06-15,371487.9525,0
2021-06-14,372951.8535,0
2021-06-11,379544.7112,0
2021-06-10,376639.0436,0
2021-06-09,378137.8396,0
2021-06-08,378980.1725,0
2021-06-07,376683.3546,0
2021-06-04,372008.7218,0
2021-06-03,380329.1456,0
2021-06-02,378929.3025,0
2021-06-01,381608.5875,0
2021-05-31,380914.3275,0
2021-05-28,378189.2269,0
2021-05-25,374205.8588,0
2021-05-24,376610.5198,0
2021-05-21,374243.7845,0
2021-05-20,373837.0836,0
2021-05-19,372745.9445,0
2021-05-18,373831.0075,0
2021-05-17,369107.9175,0
2021-05-13,363497.9775,0
2021-05-12,365269.0623,0
2021-05-11,366459.5435,0
2021-05-10,365444.3447,0
2021-05-07,362343.1422,0
2021-05-06,356564.2146,0
2021-05-05,355431.8713,0
2021-05-04,357619.5197,0
2021-05-03,353235.3382,0
2021-04-30,352778.2958,0
2021-04-29,357042.1388,0
2021-04-28,349949.2625,0
2021-04-27,350522.0125,0
2021-04-23,343222.3454,0
2021-04-22,344571.8400,0
2021-04-21,341737.1828,0
2021-04-20,339685.9922,0
2021-04-19,345535.9567,0
2021-04-16,352003.8571,0
2021-04-15,347189.0000,0
2021-04-12,347700.4644,0
2021-04-09,350478.7610,0
2021-04-08,347090.9294,0
2021-04-07,345640.8392,0
2021-04-06,346337.5363,0
2021-04-05,344128.2281,0
2021-04-01,340552.5789,0
2021-03-31,334621.1861,0
2021-03-30,340839.8238,0
2021-03-29,343309.5833,0
2021-03-26,342722.1651,0
2021-03-25,343449.8100,0
2021-03-24,344406.5435,0
2021-03-23,342626.4075,0
2021-03-22,343119.1253,0
2021-03-19,344865.5196,0
2021-03-18,346092.3345,0
2021-03-17,344029.6749,0
2021-03-16,340740.5094,0
2021-03-15,338400.3333,0
2021-03-12,338545.3146,0
2021-03-10,335505.3575,0
2021-03-09,330169.1975,0
2021-03-08,334753.6725,0
2021-03-05,331017.2461,0
2021-03-04,334643.5678,0
2021-03-03,338912.4097,0
2021-03-02,333644.3275,0
2021-03-01,339084.6911,0
2021-02-25,349239.8511,0
2021-02-24,351890.4773,0
2021-02-23,352290.9747,0
2021-02-22,347926.5540,0
2021-02-19,344425.6283,0
2021-02-18,347241.2108,0
2021-02-17,349422.2486,0
2021-02-16,354025.5085,0
2021-02-15,354016.7798,0
2021-02-12,354527.9269,0
2021-02-11,357305.2525,0
2021-02-10,357391.5722,0
2021-02-09,357705.2093,0
2021-02-08,350904.9914,0
2021-02-05,349278.2958,0
2021-02-03,357802.4655,0
2021-02-02,358623.5823,0
2021-02-01,354643.8128,0
2021-01-29,358336.6826,0
2021-01-27,361385.8420,0
2021-01-26,364576.7482,0
2021-01-25,365157.4855,0
2021-01-22,366219.6806,0
2021-01-21,364045.3203,0
2021-01-20,359976.9641,0
2021-01-19,356382.8256,0
2021-01-18,352372.9886,0
2021-01-15,353898.7153,0
2021-01-13,348062.6283,0
2021-01-12,345659.2150,0
2021-01-11,343760.6994,0
2021-01-08,354554.4975,0
2021-01-07,354597.7418,0
2021-01-06,360408.6750,0
2021-01-05,358687.2500,0
2021-01-04,355430.6336,0
2021-01-01,352000.1960,0
2020-12-31,353596.7825,0
2020-12-30,353921.5596,0
2020-12-28,361072.6209,0
2020-12-24,357381.1793,0
2020-12-23,352739.6245,0
2020-12-22,353068.3925,0
2020-12-21,356078.2977,0
2020-12-18,353176.4086,0
2020-12-17,350395.3104,0
2020-12-16,348446.1946,0
2020-12-15,342144.9250,0
2020-12-14,341727.1109,0
2020-12-11,341764.3291,0
2020-12-10,342385.7552,0
2020-12-09,347670.0502,0
2020-12-08,347420.2748,0
2020-12-07,341026.9103,0
2020-12-04,343381.0764,0
2020-12-03,341606.7077,0
2020-12-02,336530.8480,0
2020-12-01,331029.6410,0
2020-11-30,329385.2693,0
2020-11-27,335171.7382,0
2020-11-26,335906.0538,0
2020-11-25,335601.8100,0
2020-11-24,338752.0146,0
2020-11-23,346492.5679,0
2020-11-20,344095.1126,0
2020-11-19,346081.0073,0
2020-11-18,347507.5315,0
2020-11-17,349696.2735,0
2020-11-16,350140.7714,0
2020-11-13,346823.0905,0
2020-11-12,344995.2137,0
2020-11-11,347059.5479,0
2020-11-10,346220.9551,0
2020-11-09,360728.6569,0
2020-11-06,358166.0304,0
2020-11-05,351550.1411,0
2020-11-04,349079.0088,0
2020-11-03,349605.4665,0
2020-11-02,346729.4339,0
2020-10-29,346177.0560,0
2020-10-28,351447.6432,0
2020-10-27,351997.5891,0
2020-10-26,350615.4279,0
2020-10-23,351277.1657,0
2020-10-22,352742.5775,0
2020-10-21,353882.2321,0
2020-10-20,350177.5135,0
2020-10-19,350428.8328,0
2020-10-16,352266.3242,0
2020-10-15,350298.5918,0
2020-10-14,348899.8728,0
2020-10-13,352300.1725,0
2020-10-12,354776.8523,0
2020-10-09,351053.5794,0
2020-10-08,348061.4133,0
2020-10-07,347324.5254,0
2020-10-06,352998.2169,0
2020-10-05,350354.3340,0
2020-10-02,350942.1428,0
2020-09-30,351689.5727,0
2020-09-29,349517.4288,0
2020-09-28,344622.7254,0
2020-09-25,345306.5693,0
2020-09-24,344693.9143,0
2020-09-23,352531.2521,0
2020-09-22,354121.8279,0
2020-09-21,362202.4838,0
2020-09-18,361065.1720,0
2020-09-17,360234.7217,0
2020-09-16,361131.4413,0
2020-09-15,361951.2417,0
2020-09-14,359767.4482,0
2020-09-11,359424.2090,0
2020-09-10,358691.2271,0
2020-09-09,355512.5661,0
2020-09-08,355980.3416,0
2020-09-07,359016.9101,0
2020-09-04,359288.5660,0
2020-09-03,361496.5905,0
2020-09-02,365896.6117,0
2020-08-31,366955.7725,0
2020-08-28,360306.9863,0
2020-08-27,362176.1276,0
2020-08-26,359077.4137,0
2020-08-25,357435.7853,0
2020-08-24,356025.2311,0
2020-08-21,362097.6790,0
2020-08-20,359550.1021,0
2020-08-19,367033.5751,0
2020-08-18,365571.0412,0
2020-08-17,354822.5180,0
2020-08-14,356622.1340,0
2020-08-13,355293.5396,0
2020-08-12,347883.9436,0
2020-08-11,373221.1713,0
2020-08-10,376263.4020,0
2020-08-07,382997.3043,0
2020-08-06,378308.6044,0
2020-08-05,373601.2648,0
2020-08-04,366878.2947,0
2020-07-31,365354.5794,0
2020-07-30,364649.5331,0
2020-07-29,362747.3693,0
2020-07-28,367184.4185,0
2020-07-27,356934.8181,0
2020-07-24,350082.1012,0
2020-07-23,346620.7554,0
2020-07-22,345312.6634,0
2020-07-21,337487.6430,0
2020-07-20,335783.2153,0
2020-07-17,334208.3590,0
2020-07-16,336114.4912,0
2020-07-15,336213.4811,0
2020-07-14,334201.8742,0
2020-07-13,335314.3327,0
2020-07-10,334636.7827,0
2020-07-09,336177.4029,0
2020-07-08,333330.5534,0
2020-07-07,331612.8160,0
2020-07-06,329730.7739,0
2020-07-03,330503.1284,0
2020-07-02,329584.8147,0
2020-07-01,331816.8853,0
2020-06-30,329887.6247,0
2020-06-29,329045.7733,0
2020-06-26,328481.3555,0
2020-06-25,328619.2931,0
2020-06-24,330195.4607,0
2020-06-23,326796.1545,0
2020-06-22,327483.0588,0
2020-06-19,322063.8597,0
2020-06-18,321891.5874,0
2020-06-17,320746.0316,0
2020-06-16,321340.5167,0
2020-06-15,320777.0485,0
2020-06-12,319553.7878,0
2020-06-11,320732.4801,0
2020-06-10,317878.5953,0
2020-06-09,314088.2911,0
2020-06-08,312995.6876,0
2020-06-04,316738.3751,0
2020-06-03,320945.1601,0
2020-06-02,323771.5192,0
2020-06-01,323778.8645,0
2020-05-29,320437.6120,0
2020-05-28,319135.9529,0
2020-05-27,318387.9870,0
2020-05-26,321499.3205,0
2020-05-22,322631.8753,0
2020-05-21,326725.3439,0
2020-05-20,328111.1902,0
2020-05-19,326418.3713,0
2020-05-18,331130.4862,0
2020-05-15,325797.6900,0
2020-05-14,322608.1210,0
2020-05-13,320922.0112,0
2020-05-12,319192.0830,0
2020-05-11,321794.2706,0
2020-05-06,321908.6417,0
2020-05-05,323078.4631,0
2020-05-04,325946.3284,0
2020-04-30,329935.1758,0
2020-04-29,329852.1700,0
2020-04-28,327834.2760,0
2020-04-27,330675.0912,0
2020-04-24,330819.2064,0
2020-04-23,329659.0750,0
2020-04-22,325064.7310,0
2020-04-21,329374.9588,0
2020-04-20,322210.6956,0
2020-04-17,329432.4437,0
2020-04-16,328801.8126,0
2020-04-15,332167.3584,0
2020-04-09,329178.2171,0
2020-04-08,327248.5005,0
2020-04-06,315494.7532,0
2020-04-03,307930.2000,0
2020-04-02,301405.4360,0
2020-04-01,300778.3204,0
2020-03-31,305139.7458,0
2020-03-30,308144.1894,0
2020-03-27,307664.4158,0
2020-03-26,303239.9968,0
2020-03-25,305811.0148,0
2020-03-24,294505.8325,0
2020-03-23,279400.4400,0
2020-03-20,277304.5254,0
2020-03-19,274185.2433,0
2020-03-18,283550.1850,0
2020-03-17,273661.3893,0
2020-03-13,285704.2520,0
2020-03-12,298560.0232,0
2020-03-11,302242.1927,0
2020-03-10,303462.4354,0
2020-03-06,303817.3542,0
2020-03-05,298366.9877,0
2020-03-04,299513.1130,0
2020-03-03,290980.7063,0
2020-03-02,290496.8585,0
2020-02-28,298653.6141,0
2020-02-27,299901.6466,0
2020-02-26,298398.4330,0
2020-02-25,301022.2439,0
2020-02-24,302236.2590,0
2020-02-20,292809.6616,0
2020-02-19,290861.2731,0
2020-02-18,287971.2794,0
2020-02-17,287174.5882,0
2020-02-14,285943.6003,0
2020-02-13,284898.0125,0
2020-02-12,284378.4915,0
2020-02-11,284588.0117,0
2020-02-10,284811.4399,0
2020-02-07,284043.1621,0
2020-02-06,282094.5692,0
2020-02-05,282201.0588,0
2020-02-03,287157.0771,0
2020-01-31,285448.1717,0
2020-01-30,286848.7107,0
2020-01-29,284197.8850,0
2020-01-28,287135.6522,0
2020-01-27,287017.4756,0
2020-01-24,283295.7799,0
2020-01-23,282569.6127,0
2020-01-22,281621.3899,0
2020-01-21,284043.1878,0
2020-01-20,282471.4471,0
2020-01-17,281879.7732,0
2020-01-16,282651.0482,0
2020-01-14,278953.6886,0
2020-01-13,282455.9266,0
2020-01-09,282927.7036,0
2020-01-08,288445.4997,0
2020-01-07,282549.3199,0
2020-01-06,285968.4138,0
2020-01-03,279285.1269,0
2020-01-02,275110.7588,0
2020-01-01,275390.7115,0
2025-08-16,1088621.69,0
2025-08-24,4789.94
2025-08-30,129297.15
2025-08-26,129203.84
2025-08-27,233213.87
